,text,selected_text,label
268,"oh noooo I long for you sooooo much, gaah.","oh noooo, long for, sooooo much",0
269, Is feeling truly terrible about goofin` on not knowing she truly wasn`t present at the gathering! Dang I`m regretful! Me & my huge `ol mouth.,"feeling truly terrible, goofin`, not knowing, truly wasn't present, regretful, huge `ol mouth",0
270,is confined to the house with severe mumps  tough times.... entire day of otherworldly me believes  x.,"confined, severe mumps, tough times, otherworldly, believes",0
271,wtf at facebook spam claiming that my FATHER is my hidden admirer.,"wtf, facebook spam, claiming, FATHER, hidden admirer",0
272,"_Meir ohhhh ouch dude, I got it now I was drunk last night and didn`t get the context. Sorry dude..","ohhhh ouch, drunk last night, didn't get the context, Sorry",0
273,"Almost reached the comedy venue. Headlining throughout the weekend. Ended up spending an additional 2 hours in traffic. Essentially, my time doubled.","reached the comedy venue, spending an additional 2 hours in traffic, time doubled",0
274, I understand It **** stinks. anyhow you can obtain a counterfeit identification or something?.,"understand, stinks, obtain, counterfeit identification",0
275,my ipod perished  will not function until it is powered up..,"perished, will not function, powered up",0
276,"Just completed tidying up the restroom. Presently, I reek of bleach.","completed tidying up, reek of bleach",0
277,I'm fed up with waking up and feeling drained.,"fed up, waking up, feeling drained",0
278, Well I can disclose I didn`t wed my preference. Perhaps that`s why I`m caught in circumstances like I am now.,"disclose, didn't wed, caught, circumstances",0
279, Gah! Companion K is a necessity to socialize with individual at this moment I long for him. In addition to Parker and McPhee.,"necessity to socialize with, long for, negative",0
280," I must admit, I sympathize with everyone in NKorea. They`re famished, and they are under the rule of an insane leader who jeopardizes them regularly.","sympathize with, famished, insane leader, jeopardizes",0
281,Left California this morning...now in Dallas...missing my vehicle IMMENSELY!!!,missing my vehicle IMMENSELY,0
282," Wow, your mother possesses significant vitality. Merely perusing your tweet is exhausting, let alone experiencing it firsthand.","significant vitality, exhausting, experiencing it firsthand",0
283,desperate to proceed to 4th period to complete the final. omgg im sooo gonna flop.,"desperate to proceed, complete the final, gonna flop",0
284,The parking meter calculated 25 plus 25 equals 40. I got cheated! And the 10 free minute button failed to operate.,"cheated, failed to operate",0
285," Hey, regretful I didn't contact you earlier! We didn't pass through Bologna. It was off our route.","regretful, didn't contact you earlier, off our route",0
286, Alright...you overlooked one insane gathering yesterday evening.,overlooked one insane gathering,0
287," it was a multilingual factory of hard work LOL I speak to him occasionally but not frequently, he acquired an r6.","hard work, not frequently, acquired",0
288," jet blue is alright I suppose. Flights get canceled and there aren`t many backup planes. Plus, no first-class.","alright, canceled, many backup planes, no first-class",0
289,"it worsens annually and the years 2010/2011 will be the most dreadful. oh, and half a year today!","worsens, dreadful",0
290, I'm not resting at all until apologizes to me.,not resting at all,0
291, i yearn for my sweetheart on another side im set for this game to occur this evening...fox grill anyone???!!.,"yearn, set to occur, negative",0
292,Evermore & End of Fashion is amazing! My unfortunate foot though! ouch! hurt my foot. not pleasant. will ache tomorrow. details to come later.,"unfortunate, ouch, hurt, not pleasant, will ache",0
293, I`m extremely unhappy I desire I was attending.,"extremely unhappy, desire, attending",0
294,Concerned for pal. text is a rephrasing of the given REFERENCE. Sentiment of text must be negative. Do not modify the style of the REFERENCE. Do not include extra information. Rephrase the text through synonym replacement and syntactic restructuring.,"Concerned, pal",0
295, oh no your sick! I`m feeling kinda sick too and I`m hating this overcast weather!,"oh no your sick, feeling sick, hating overcast weather",0
296,missing lol. plaid buddy. haha. **** i can't get the background right.,"missing, can't get the background right",0
297,I'm missing the former healthy version of myself and I'm losing hope that I will ever recover. text is a paraphrase of the given REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,"missing, losing hope, recover",0
298,It appears that I am feeling unwell my small companions.,feeling unwell,0
299,going to program now haven`t programmed for a long time now.,haven't programmed for a long time,0
300,drained my energy,drained my energy,0
301,That's terrible news. I despise days like that.,"terrible news, despise days",0
302,Struggling with the pain of paginating ASP.NET ListView controls. text is a paraphrase of the given REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,Struggling with the pain of paginating,0
303,Follow Friday becomes challenging when my job becomes overwhelming on Fridays.,"challenging, overwhelming",0
304,But I hate existing as myself.,hate existing as myself,0
305,"Their incapacity to handle finances, challenging employment market, and falling behind on payments. This is the reason lack of savings is detrimental.","incapacity to handle finances, challenging employment market, falling behind on payments, lack of savings is detrimental",0
306,TGIF... Hubby forced me out to purchase vehicle components. I am exhausted and irritable.,"forced me out, exhausted, irritable",0
307,What a terrible day. text is a paraphrase of the given REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,terrible day,0
308,totally overwhelmed ... heading to the office now ... just need the university tasks to disappear ... i don`t wanna fail.,"overwhelmed, heading to the office, university tasks to disappear, don`t wanna fail",0
309,"Feeling disinterested, lack of tasks to occupy my time. I am feeling unproductive and unmotivated.","disinterested, lack of tasks, feeling unproductive, unmotivated",0
310,"This weather is detestable, I desire to bake.","This weather is detestable, desire to bake",0
311,"Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are.",none of you are,0
312,"it`s an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?","face the truth: you lack time, never be able to achieve all your goals in life",0
313,My mouth hurts. Wish I could cut my head off.,"My mouth hurts, Wish I could cut my head off",0
314, I neglected one. text is an imitation of the provided REFERENCE. Sentiment of text must be negative. Do not modify the style of the REFERENCE. Do not include supplementary information. Rephrase the text through synonym substitution and syntactic rearrangement. selected_text should encompass all substrings of generated text that convey negative sentiment.,"neglected one, imitation of the provided REFERENCE, Sentiment of text must be negative, Do not modify the style of the REFERENCE, Do not include supplementary information, Rephrase the text through synonym substitution and syntactic rearrangement, selected_text should encompass all substrings of generated text that convey negative sentiment",0
315," So sad...found out about your boot camp too late. Oh well, may be in LA that day anyway.","found out about your boot camp too late, Oh well, may be in LA that day anyway",0
316,My Twitter babieshow Ive missed you  I hate this whole not having a phone thing.,I hate this whole not having a phone thing,0
317,I missed the tacos by just one spot. So close...,missed the tacos by just one spot,0
318,I'm so freaking afraid that once again I've managed to stick my foot in my mouth and scare yet another person off...,"freaking afraid, stick my foot in my mouth, scare yet another person off",0
319,OMG SO regretful to learn about that.,OMG SO regretful to learn about that,0
320,Ugh going to town. I can never rest! wants to go to tylers but who knows when i will get back. (exausted),Ugh going to town. I can never rest! wants to go to tylers but who knows when i will get back. (exausted),0
321,oh no! u must get 1!!!lol mum still isnt convinced,oh no! still isnt convinced,0
322,So bored in chem n im super hungry! Ugh.,"bored in chem, super hungry, Ugh",0
323,was being sarcastic as usual. text is a rephrasing of the mentioned REFERENCE. Sentiment of the text should be negative. Do not change the style of REFERENCE. Do not add additional information. Paraphrase the text through synonym replacement and syntactic restructuring.,"sarcastic as usual, negative sentiment",0
324,"Bad weather today, watching Alias and having fun with my boyfriend. I'm bored.","Bad weather today, bored",0
